SALE_TYPE,SOLD_DATE,PROPERTY_TYPE,ADDRESS,CITY,STATE,ZIP,PRICE,BEDS,BATHS,LOCATION,SQUARE_FEET,LOT_SIZE,YEAR_BUILT,DAYS_ON_MARKET,$/SQUARE FEET,HOA/MONTH,STATUS,NEXT_OPEN_HOUSE_START_TIME,NEXT_OPEN_HOUSE_END_TIME,URL,SOURCE,MLS#,FAVORITE,INTERESTED,LATITUDE,LONGITUDE
MLS Listing,,Condo/Co-op,633 6th Ave,San Francisco,CA,94118,1195000,3,2,Inner Richmond,1410,,1915,10,848,250,Active,,,http://www.redfin.com/CA/San-Francisco/633-6th-Ave-94118/home/113963029,San Francisco MLS,458045,N,Y,37.7766023,-122.4642321
MLS Listing,,Condo/Co-op,1283-1287 Howard St #1285,San Francisco,CA,94103,1195000,3,2,South of Market,1482,,1908,68,806,250,Active,,,http://www.redfin.com/CA/San-Francisco/1287-Howard-St-94103/unit-1285/home/109161388,San Francisco MLS,455747,N,Y,37.7751631,-122.4127435
MLS Listing,,Condo/Co-op,5044 Diamond Heights Blvd #12,San Francisco,CA,94131,1195000,4,3,Diamond Heights,1788,,1962,18,668,850,Active,May-23-2017 01:30 PM,May-23-2017 03:00 PM,http://www.redfin.com/CA/San-Francisco/5044-Diamond-Heights-Blvd-94131/unit-12/home/102813813,San Francisco MLS,457656,N,Y,37.7464074,-122.4438549
MLS Listing,,Single Family Residential,1321 Plymouth Ave,San Francisco,CA,94112,1195000,2,1.5,Westwood Park,2176,3515,1919,3,549,7,Active,,,http://www.redfin.com/CA/San-Francisco/1321-Plymouth-Ave-94112/home/1873646,San Francisco MLS,455211,N,Y,37.7263396,-122.456674
MLS Listing,,Single Family Residential,430 Gaven St,San Francisco,CA,94134,1195000,3,4,Portola,2230,1811,1998,7,536,,Active,May-28-2017 02:00 PM,May-28-2017 04:00 PM,http://www.redfin.com/CA/San-Francisco/430-Gaven-St-94134/home/1687859,San Francisco MLS,458141,N,Y,37.7320108,-122.4138694
MLS Listing,,Single Family Residential,3817 Folsom St,San Francisco,CA,94110,1198000,3,1,Bernal Heights,1175,1751,1923,70,1020,,Active,,,http://www.redfin.com/CA/San-Francisco/3817-Folsom-St-94110/home/1583514,San Francisco MLS,455647,N,Y,37.73868,-122.413144
MLS Listing,,Condo/Co-op,202 Anderson St,San Francisco,CA,94110,1198000,2,1.5,Bernal Heights,1440,,1907,1,832,270,Active,May-23-2017 02:00 PM,May-23-2017 03:30 PM,http://www.redfin.com/CA/San-Francisco/202-Anderson-St-94110/home/1132630,San Francisco MLS,458405,N,Y,37.7403055,-122.4153348
MLS Listing,,Condo/Co-op,1688 Pine St Unit E-302,San Francisco,CA,94109,1199000,2,2,Van Ness/Civic Center,989,,2016,24,1212,758,Active,,,http://www.redfin.com/CA/San-Francisco/1688-Pine-St-94109/unit-E302/home/104242189,San Francisco MLS,457484,N,Y,37.7892328,-122.4235521
New Construction Plan,,Condo/Co-op,E302,San Francisco,CA,94109,1199000,2,2,Rockwell,989,,,,1212,,Active,,,http://www.redfin.com/CA/San-Francisco/Rockwell/E302/home/109014439,NewHomeFeed,Plan-320559,N,Y,37.78945866,-122.4235623
MLS Listing,,Condo/Co-op,1947 Oakdale Ave #2,San Francisco,CA,94124,1199000,2,2,Bayview,1349,,2017,71,889,450,Active,,,http://www.redfin.com/CA/San-Francisco/1947-Oakdale-Ave-94124/unit-2/home/113414535,San Francisco MLS,455625,N,Y,37.738089,-122.39703
MLS Listing,,Condo/Co-op,1221 Harrison St #5,San Francisco,CA,94103,1199000,2,2,South of Market,1669,,2004,33,718,621,Active,,,http://www.redfin.com/CA/San-Francisco/1221-Harrison-St-94103/unit-5/home/900121,San Francisco MLS,456980,N,Y,37.7731279,-122.4087672
New Construction Plan,,Condo/Co-op,Residence 302,San Francisco,CA,94107,1200000,2,2,Knox,945,,,,1270,,Active,,,http://www.redfin.com/CA/San-Francisco/Knox/Residence-302/home/113621558,NewHomeFeed,Plan-352683,N,Y,37.7578894,-122.3944222
MLS Listing,,Condo/Co-op,532 B Clipper St,San Francisco,CA,94114,1200000,2,1,Noe Valley,963,,1912,4,1246,412,Active,,,http://www.redfin.com/CA/San-Francisco/532b-Clipper-St-94114/home/103688009,San Francisco MLS,458267,N,Y,37.7489092,-122.4368621
MLS Listing,,Condo/Co-op,1490 Ocean Ave #405,SAN FRANCISCO,CA,94112,1202635,2,2,SAN FRANCISCO,1045,,2015,25,1151,657,Active,,,http://www.redfin.com/CA/San-Francisco/1490-Ocean-Ave-94112/unit-405/home/113747233,MLSListings,ML81648931,N,Y,37.7245631,-122.4578145
New Construction Home,,Condo/Co-op,1300 22nd St #415,San Francisco,CA,94107,1205000,2,2,Knox,959,,2017,11,1257,,Active,,,http://www.redfin.com/CA/San-Francisco/1300-22nd-St-94107/unit-415/home/113897178,NewHomeFeed,584690,N,Y,37.7578894,-122.3944222
MLS Listing,,Condo/Co-op,2655 Bush St #329,San Francisco,CA,94115,1205000,2,2,Lower Pacific Height,1046,,2016,40,1152,814,Active,,,http://www.redfin.com/CA/San-Francisco/2655-Bush-St-94115/unit-329/home/113715479,San Francisco MLS,456793,N,Y,37.7858334,-122.4406677
New Construction Plan,,Single Family Residential,Residence 2,Daly City,CA,94015,1211380,4,2.5,VIA,2074,,,,584,,Active,,,http://www.redfin.com/CA/Daly-City/VIA/Residence-2/home/109427324,NewHomeSource.com,Plan-1328506,N,Y,37.687541,-122.474332
New Construction Home,,Single Family Residential,1652 Edgeworth Ave,Daly City,CA,94015,1211380,4,2.5,VIA,2074,,2017,17,584,,Active,,,http://www.redfin.com/CA/Daly-City/1652-Edgeworth-Ave-94015/home/113867108,NewHomeSource.com,1329892,N,Y,37.687541,-122.474331
MLS Listing,,Single Family Residential,1016 Ocean View Ave,Daly City,CA,94014,1213265,4,3.5,Original Daly City,2213,1400,2017,81,548,,Active,,,http://www.redfin.com/CA/Daly-City/1016-Ocean-View-Ave-94014/home/113234496,San Francisco MLS,455261,N,Y,37.701462,-122.459496
New Construction Plan,,Single Family Residential,Plan 5,Daly City,CA,94014,1242985,3,2.5,The Row at Wellington Heights,2265,,,,549,,Active,,,http://www.redfin.com/CA/Daly-City/The-Row-at-Wellington-Heights/Plan-5/home/113852210,NewHomeSource.com,Plan-11304249,N,Y,37.701695,-122.45923
MLS Listing,,Condo/Co-op,338 Main St Unit D20H,San Francisco,CA,94105,1249000,1,1,South Beach,854,,2016,82,1463,982,Active,,,http://www.redfin.com/CA/San-Francisco/338-Main-St-94105/unit-D20H/home/109686890,San Francisco MLS,455199,N,Y,37.7888208,-122.3912963
MLS Listing,,Condo/Co-op,1776 Sacramento St #412,San Francisco,CA,94109,1249000,2,2.5,Nob Hill,1464,,1992,10,853,732,Active,,,http://www.redfin.com/CA/San-Francisco/1776-Sacramento-St-94109/unit-412/home/1434484,San Francisco MLS,455640,N,Y,37.7915441,-122.4221102
MLS Listing,,Condo/Co-op,221 Steiner St,San Francisco,CA,94117,1249000,2,1,Hayes Valley,1525,,1900,31,819,500,Active,May-23-2017 11:30 AM,May-23-2017 01:00 PM,http://www.redfin.com/CA/San-Francisco/221-Steiner-St-94117/home/579377,San Francisco MLS,457214,N,Y,37.771257,-122.432269
MLS Listing,,Single Family Residential,70 Vernon St,SAN FRANCISCO,CA,94132,1249900,5,4,SAN FRANCISCO,2500,2495,1930,5,500,,Active,,,http://www.redfin.com/CA/San-Francisco/70-Vernon-St-94132/home/1599685,MLSListings,ML81652068,N,Y,37.713701,-122.467712
MLS Listing,,Condo/Co-op,1859 Vallejo St #1,San Francisco,CA,94123,1250000,1,2,Pacific Heights,1400,,1909,28,893,411,Active,,,http://www.redfin.com/CA/San-Francisco/1859-Vallejo-St-94123/unit-1/home/1331328,San Francisco MLS,456767,N,Y,37.7960254,-122.427873
MLS Listing,,Condo/Co-op,637 Powell St #102,San Francisco,CA,94108,1250000,3,2,San Francisco County,1590,3920,1923,47,786,659,Active,,,http://www.redfin.com/CA/San-Francisco/637-Powell-St-94108/unit-102/home/1973790,BAREIS,21706647,N,Y,37.7906513,-122.4091786
MLS Listing,,Condo/Co-op,201 Folsom St Unit 19D,San Francisco,CA,94105,1260000,1,1,South Beach,881,,2016,62,1430,993,Active,May-22-2017 11:00 AM,May-22-2017 05:00 PM,http://www.redfin.com/CA/San-Francisco/201-Folsom-St-94105/unit-19D/home/113497236,San Francisco MLS,455951,N,Y,37.7886997,-122.39226
MLS Listing,,Townhouse,767 Corbett Ave Unit IT1,San Francisco,CA,94131,1265000,2,2.5,Twin Peaks,1207,,2000,273,1048,441,Active,May-27-2017 02:00 PM,May-27-2017 05:00 PM,http://www.redfin.com/CA/San-Francisco/767-Corbett-Ave-94131/unit-IT1/home/101779507,San Francisco MLS,449429,N,Y,37.7545279,-122.4421377
New Construction Plan,,Single Family Residential,Residence 1,Daly City,CA,94015,1265800,4,3,VIA,2095,,,,604,,Active,,,http://www.redfin.com/CA/Daly-City/VIA/Residence-1/home/109427325,NewHomeSource.com,Plan-1328504,N,Y,37.687541,-122.474332
New Construction Home,,Single Family Residential,1656 Edgeworth Ave,Daly City,CA,94015,1265800,4,3,VIA,2095,,2017,17,604,,Active,,,http://www.redfin.com/CA/Daly-City/1656-Edgeworth-Ave-94015/home/113867109,NewHomeSource.com,1329889,N,Y,37.687541,-122.474331
MLS Listing,,Condo/Co-op,333 Beale St Unit 4C,San Francisco,CA,94105,1269000,1,1.5,South Beach,916,,2015,25,1385,998,Active,,,http://www.redfin.com/CA/San-Francisco/333-Beale-St-94105/unit-4C/home/103688074,San Francisco MLS,457397,N,Y,37.7884007,-122.3919172
MLS Listing,,Condo/Co-op,501 Beale St Unit 4H,San Francisco,CA,94105,1269000,2,2,South Beach,1161,,2006,4,1093,884,Active,,,http://www.redfin.com/CA/San-Francisco/501-Beale-St-94105/unit-4H/home/8184884,San Francisco MLS,458272,N,Y,37.7862361,-122.3890738
New Construction Home,,Single Family Residential,1011 Lakeview Ave,San Francisco,CA,94112,1275642,3,2.5,The Row at Wellington Heights,2265,,2017,17,563,,Active,,,http://www.redfin.com/CA/San-Francisco/1011-Lakeview-Ave-94112/home/113867873,NewHomeSource.com,1329968,N,Y,37.701695,-122.45923
New Construction Plan,,Single Family Residential,Plan 4,Daly City,CA,94014,1278830,3,2.5,The Row at Wellington Heights,2209,,,,579,,Active,,,http://www.redfin.com/CA/Daly-City/The-Row-at-Wellington-Heights/Plan-4/home/113390756,NewHomeSource.com,Plan-11304248,N,Y,37.701695,-122.45923
MLS Listing,,Single Family Residential,78 Ney St,San Francisco,CA,94112,1288000,4,4,Excelsior,1897,2121,1929,12,679,,Active,May-24-2017 05:00 PM,May-24-2017 07:00 PM,http://www.redfin.com/CA/San-Francisco/78-Ney-St-94112/home/1185230,San Francisco MLS,457931,N,Y,37.7298164,-122.4287306
MLS Listing,,Condo/Co-op,645 Texas #415,San Francisco,CA,94107,1295000,2,2,Potrero Hill,959,,,32,1350,660,Active,,,http://www.redfin.com/CA/San-Francisco/645-Texas-St-94107/unit-415/home/113753384,San Francisco MLS,457141,N,Y,37.757934,-122.3944733
New Construction Plan,,Condo/Co-op,Residence 415,San Francisco,CA,94107,1295000,2,2,Knox,959,,,,1350,,Active,,,http://www.redfin.com/CA/San-Francisco/Knox/Residence-415/home/113897177,NewHomeFeed,Plan-359986,N,Y,37.7578894,-122.3944222
MLS Listing,,Single Family Residential,4627 19th St,San Francisco,CA,94114,1295000,3,1,Eureka Valley/Dolore,1274,1698,1951,1,1016,,Active,May-23-2017 05:30 PM,May-23-2017 07:00 PM,http://www.redfin.com/CA/San-Francisco/4627-19th-St-94114/home/2019000,San Francisco MLS,458400,N,Y,37.7588335,-122.4412478
MLS Listing,,Single Family Residential,293 Surrey St,San Francisco,CA,94131,1295000,3,2,Glen Park,1344,3184,1900,4,964,,Active,,,http://www.redfin.com/CA/San-Francisco/293-Surrey-St-94131/home/811323,San Francisco MLS,458292,N,Y,37.735646,-122.436774
MLS Listing,,Single Family Residential,74 Farview Ct,San Francisco,CA,94131,1295000,3,3,Midtown Terrace,1428,5096,1958,21,907,,Active,,,http://www.redfin.com/CA/San-Francisco/74-Farview-Ct-94131/home/913945,San Francisco MLS,456704,N,Y,37.754757,-122.4509928
MLS Listing,,Single Family Residential,186 Dellbrook Ave,San Francisco,CA,94131,1295000,3,2,Midtown Terrace,1615,3637,1956,4,802,,Active,May-23-2017 01:00 PM,May-23-2017 02:30 PM,http://www.redfin.com/CA/San-Francisco/186-Dellbrook-Ave-94131/home/1590354,San Francisco MLS,458009,N,Y,37.749286,-122.452797
MLS Listing,,Single Family Residential,25 Estate Ct,SOUTH SAN FRANCISCO,CA,94080,1298000,5,3,SOUTH SAN FRANCISCO,2180,8035,1989,171,595,,Active,,,http://www.redfin.com/CA/South-San-Francisco/25-Estate-Ct-94080/home/601402,MLSListings,ML81633116,N,Y,37.663988,-122.432848
MLS Listing,,Condo/Co-op,301 Mission St Unit 4E,San Francisco,CA,94105,1299000,2,2,Yerba Buena,1136,,2009,74,1143,1265,Active,,,http://www.redfin.com/CA/San-Francisco/301-Mission-St-94105/unit-4E/home/40142383,San Francisco MLS,455511,N,Y,37.790387,-122.3961664
MLS Listing,,Condo/Co-op,1234 Howard St Unit 1A-4,San Francisco,CA,94103,1299000,2,2,South of Market,1295,,2007,5,1003,562,Active,,,http://www.redfin.com/CA/San-Francisco/1234-Howard-St-94103/unit-1A-4/home/17305964,San Francisco MLS,456703,N,Y,37.7759957,-122.4125109
MLS Listing,,Townhouse,350 Broderick St #319,San Francisco,CA,94117,1299000,2,3,North Panhandle,1424,,2007,18,912,497,Active,,,http://www.redfin.com/CA/San-Francisco/350-Broderick-St-94117/unit-319/home/22889682,San Francisco MLS,457666,N,Y,37.7735294,-122.4388653
MLS Listing,,Single Family Residential,639 Park Way,SOUTH SAN FRANCISCO,CA,94080,1299000,4,2,SOUTH SAN FRANCISCO,2240,4100,1948,39,580,,Active,,,http://www.redfin.com/CA/South-San-Francisco/639-Park-Way-94080/home/1178523,MLSListings,ML81646750,N,Y,37.661149,-122.419264
MLS Listing,,Single Family Residential,1004 Ocean View Ave,Daly City,CA,94014,1303936,4,3.5,Daly City,2209,1400,2017,5,590,186,Active,May-27-2017 11:00 AM,May-27-2017 05:00 PM,http://www.redfin.com/CA/Daly-City/1004-Ocean-View-Ave-94014/home/108724589,EBRD/CCAR/Bay East,40781824,N,Y,37.702586,-122.459405
New Construction Home,,Single Family Residential,1004 Ocean View Ave,Burlingame,CA,94010,1303936,4,3.5,The Row at Wellington Heights,2213,,2017,17,589,,Active,,,http://www.redfin.com/CA/Burlingame/1004-Ocean-View-Ave-94010/home/113867874,NewHomeSource.com,1329967,N,Y,37.701695,-122.45923
MLS Listing,,Condo/Co-op,2655 Bush St #205,San Francisco,CA,94115,1309000,2,2,Lower Pacific Height,1164,,2016,161,1125,841,Active,,,http://www.redfin.com/CA/San-Francisco/2655-Bush-St-94115/unit-205/home/112381605,San Francisco MLS,453085,N,Y,37.7858334,-122.4406677
MLS Listing,,Single Family Residential,1006 Ocean View Ave,Daly City,CA,94014,1315330,3,2.5,Daly City,2209,1400,2017,5,595,186,Active,May-27-2017 11:00 AM,May-27-2017 05:00 PM,http://www.redfin.com/CA/Daly-City/1006-Ocean-View-Ave-94014/home/113739074,EBRD/CCAR/Bay East,40781814,N,Y,37.702586,-122.459405
New Construction Home,,Single Family Residential,1006 Lakeview Ave,San Francisco,CA,94112,1315330,3,2.5,The Row at Wellington Heights,2213,,2017,6,594,,Active,,,http://www.redfin.com/CA/San-Francisco/1006-Lakeview-Ave-94112/home/113966025,NewHomeSource.com,1334175,N,Y,37.701695,-122.45923
MLS Listing,,Single Family Residential,30 Stanford Heights Ave,San Francisco,CA,94127,1325000,3,2,Miraloma Park,1421,4120,1960,12,932,,Active,May-23-2017 01:30 PM,May-23-2017 03:00 PM,http://www.redfin.com/CA/San-Francisco/30-Stanford-Heights-Ave-94127/home/1900548,San Francisco MLS,457803,N,Y,37.734389,-122.449592
MLS Listing,,Condo/Co-op,190 7th St #2,San Francisco,CA,94103,1325000,2,2.5,San Francisco County,1909,6769,1999,53,694,636,Active,,,http://www.redfin.com/CA/San-Francisco/190-7th-St-94103/unit-2/home/12395767,BAREIS,21706041,N,Y,37.7780056,-122.4098162
MLS Listing,,Single Family Residential,80 Borica St,San Francisco,CA,94127,1345000,3,1.5,Ingleside Terrace,1722,5248,1924,10,781,,Active,May-23-2017 01:30 PM,May-23-2017 03:00 PM,http://www.redfin.com/CA/San-Francisco/80-Borica-St-94127/home/1528052,San Francisco MLS,458030,N,Y,37.7230667,-122.4677096
New Construction Plan,,Single Family Residential,Residence D2,San Francisco,CA,94132,1348800,3,3.5,Summit 800,2020,,,,668,,Active,,,http://www.redfin.com/CA/San-Francisco/Summit-800/Residence-D2/home/108290020,NewHomeFeed,Plan-293509,N,Y,37.7140658,-122.4743179
MLS Listing,,Condo/Co-op,1441 Jones St #304,San Francisco,CA,94109,1350000,2,2,Nob Hill,1321,,1916,52,1022,900,Active,,,http://www.redfin.com/CA/San-Francisco/1441-Jones-St-94109/unit-304/home/1616807,San Francisco MLS,456360,N,Y,37.79459,-122.4151234
MLS Listing,,Single Family Residential,2619 15th Ave,San Francisco,CA,94127,1350000,3,2,Inner Parkside,1530,3249,1955,10,882,,Active,,,http://www.redfin.com/CA/San-Francisco/2619-15th-Ave-94127/home/1564568,San Francisco MLS,458012,N,Y,37.739082,-122.471408
MLS Listing,,Condo/Co-op,1490 Ocean Ave #303,SAN FRANCISCO,CA,94112,1371000,3,2,SAN FRANCISCO,1321,10236,2017,25,1038,707,Active,,,http://www.redfin.com/CA/San-Francisco/1490-Ocean-Ave-94112/unit-303/home/113812759,MLSListings,ML81648904,N,Y,37.7245631,-122.4578145
MLS Listing,,Condo/Co-op,4057 Cesar Chavez St,San Francisco,CA,94131,1380000,0,,Noe Valley,1000,,1910,5,1380,,Active,,,http://www.redfin.com/CA/San-Francisco/4057-Cesar-Chavez-St-94131/home/113973542,San Francisco MLS,458259,N,Y,37.7474995,-122.4305096
MLS Listing,,Single Family Residential,764 Cottonwood Ave,SOUTH SAN FRANCISCO,CA,94080,1388000,4,3,SOUTH SAN FRANCISCO,2490,6000,1956,6,557,,Active,,,http://www.redfin.com/CA/South-San-Francisco/764-Cottonwood-Ave-94080/home/1771848,MLSListings,ML81651854,N,Y,37.6612847,-122.424696
New Construction Plan,,Single Family Residential,Residence D1,San Francisco,CA,94132,1393000,3,3.5,Summit 800,2058,,,,677,,Active,,,http://www.redfin.com/CA/San-Francisco/Summit-800/Residence-D1/home/108974951,NewHomeFeed,Plan-320256,N,Y,37.7140658,-122.4743179
New Construction Home,,Single Family Residential,8 7th Ave Unit 8,San Francisco,CA,94118,1393000,3,3.5,Summit 800,2058,,2016,249,677,,Active,,,http://www.redfin.com/CA/San-Francisco/8-7th-Ave-94118/unit-8/home/113917906,NewHomeFeed,549915,N,Y,37.7882026,-122.4656119
MLS Listing,,Condo/Co-op,2200 Market St #405,San Francisco,CA,94114,1395000,2,2,Duboce Triangle,1091,,2014,11,1279,596,Active,,,http://www.redfin.com/CA/San-Francisco/2200-Market-St-94114/unit-405/home/55509851,San Francisco MLS,457983,N,Y,37.7657912,-122.4315109
MLS Listing,,Condo/Co-op,1886 Laguna St,San Francisco,CA,94115,1395000,2,2,Lower Pacific Height,1440,,1985,11,969,250,Active,,,http://www.redfin.com/CA/San-Francisco/1886-Laguna-St-94115/home/1920138,San Francisco MLS,457940,N,Y,37.788487,-122.428433
MLS Listing,,Single Family Residential,17 Costa St,San Francisco,CA,94110,1395000,3,2,Bernal Heights,1466,1751,1908,10,952,,Active,,,http://www.redfin.com/CA/San-Francisco/17-Costa-St-94110/home/1583477,San Francisco MLS,457862,N,Y,37.7445931,-122.4064324
MLS Listing,,Condo/Co-op,690 Market St #701,San Francisco,CA,94188,1395000,1,1.5,Financial District,1475,,,82,946,2666,Active,,,http://www.redfin.com/CA/San-Francisco/690-Market-St-94104/unit-701/home/21967159,San Francisco MLS,455209,N,Y,37.7883046,-122.4032778
MLS Listing,,Condo/Co-op,461 2nd St Unit C322,San Francisco,CA,94107,1395000,1,2,South Beach,1524,,1907,28,915,630,Active,,,http://www.redfin.com/CA/San-Francisco/461-2nd-St-94107/unit-C322/home/1212824,San Francisco MLS,457259,N,Y,37.7836882,-122.3935753
MLS Listing,,Condo/Co-op,638 19th St #4,San Francisco,CA,94107,1395000,3,2,Central Waterfront,1605,,2007,60,869,504,Active,,,http://www.redfin.com/CA/San-Francisco/638-19th-St-94107/unit-4/home/12277832,San Francisco MLS,455905,N,Y,37.762084,-122.389011
MLS Listing,,Single Family Residential,153 Del Vale Ave,San Francisco,CA,94127,1395000,4,2,Miraloma Park,1895,3301,1942,4,736,,Active,May-23-2017 01:00 PM,May-23-2017 02:30 PM,http://www.redfin.com/CA/San-Francisco/153-Del-Vale-Ave-94127/home/2016612,San Francisco MLS,458276,N,Y,37.7412199,-122.4471348
MLS Listing,,Single Family Residential,23 Sparta St,San Francisco,CA,94134,1395000,4,4.5,Visitacion Valley,3636,3049,,3,384,,Active,May-23-2017 02:00 PM,May-23-2017 03:30 PM,http://www.redfin.com/CA/San-Francisco/23-Sparta-St-94134/home/17491026,San Francisco MLS,458213,N,Y,37.717794,-122.40333
MLS Listing,,Condo/Co-op,529 Oak St,San Francisco,CA,94102,1399000,3,2,Hayes Valley,1568,,1900,10,892,270,Active,,,http://www.redfin.com/CA/San-Francisco/529-Oak-St-94102/home/25707445,San Francisco MLS,458041,N,Y,37.7741075,-122.4280844
MLS Listing,,Single Family Residential,388 Marietta Dr,San Francisco,CA,94127,1399000,3,2,Miraloma Park,1827,3933,1964,14,766,,Active,,,http://www.redfin.com/CA/San-Francisco/388-Marietta-Dr-94127/home/689139,San Francisco MLS,457812,N,Y,37.7386051,-122.4436455
MLS Listing,,Single Family Residential,617 Spruce,SOUTH SAN FRANCISCO,CA,94080,1399000,6,4,SOUTH SAN FRANCISCO,3324,4177,1937,4,421,,Active,,,http://www.redfin.com/CA/South-San-Francisco/617-Spruce-Ave-94080/home/1924442,MLSListings,ML81652290,N,Y,37.659753,-122.413891
MLS Listing,,Condo/Co-op,111 Chestnut St #503,San Francisco,CA,94111,1400000,2,2,North Waterfront,1299,,1993,195,1078,1074,Active,,,http://www.redfin.com/CA/San-Francisco/111-Chestnut-St-94111/unit-503/home/1098135,San Francisco MLS,452477,N,Y,37.8042841,-122.4057658
New Construction Plan,,Condo/Co-op,Residence 07,San Francisco,CA,94109,1405000,2,2,1450 Franklin,1076,,,,1306,,Active,,,http://www.redfin.com/CA/San-Francisco/1450-Franklin/Residence-07/home/109294391,NewHomeFeed,Plan-325694,N,Y,37.7881078,-122.4233468
MLS Listing,,Condo/Co-op,2655 Bush St #330,San Francisco,CA,94115,1410000,2,2,Lower Pacific Height,1149,,2016,26,1227,838,Active,,,http://www.redfin.com/CA/San-Francisco/2655-Bush-St-94115/unit-330/home/113803325,San Francisco MLS,457337,N,Y,37.7858334,-122.4406677
New Construction Plan,,Single Family Residential,Plan 5 ALT,Daly City,CA,94014,1434334,3,2.5,The Row at Wellington Heights,2781,,,,516,,Active,,,http://www.redfin.com/CA/Daly-City/The-Row-at-Wellington-Heights/Plan-5-ALT/home/113518412,NewHomeSource.com,Plan-11355011,N,Y,37.701695,-122.45923
MLS Listing,,Condo/Co-op,1000 3rd St #822,San Francisco,CA,94158,1440000,2,2,Mission Bay,1188,,,52,1212,797,Active,,,http://www.redfin.com/CA/San-Francisco/1000-3rd-St-94158/unit-822/home/113618916,San Francisco MLS,456401,N,Y,37.7734359,-122.3898896
New Construction Plan,,Condo/Co-op,R1-822,San Francisco,CA,94158,1440000,2,2,ONE Mission Bay,1188,,,,1212,,Active,,,http://www.redfin.com/CA/San-Francisco/ONE-Mission-Bay/R1-822/home/113856803,NewHomeFeed,Plan-359094,N,Y,37.775051,-122.390643
MLS Listing,,Single Family Residential,1025 Ocean View Ave,Daly City,CA,94014,1441725,4,3.5,Original Daly City,2781,1400,2017,81,518,,Active,,,http://www.redfin.com/CA/Daly-City/1025-Ocean-View-Ave-94014/home/113720585,San Francisco MLS,455262,N,Y,37.701479,-122.459278
MLS Listing,,Condo/Co-op,2217 Pacific Ave #4,San Francisco,CA,94115,1450000,2,1,Pacific Heights,1290,,1900,7,1124,541,Active,,,http://www.redfin.com/CA/San-Francisco/2217-Pacific-Ave-94115/unit-4/home/567940,San Francisco MLS,457051,N,Y,37.793421,-122.432139
MLS Listing,,Condo/Co-op,1225 Shrader St,San Francisco,CA,94117,1450000,3,2.5,Parnassus/Ashbury Heights,1458,,1900,3,995,461,Active,May-22-2017 05:00 PM,May-22-2017 06:30 PM,http://www.redfin.com/CA/San-Francisco/1225-Shrader-St-94117/home/12354145,San Francisco MLS,458220,N,Y,37.7634198,-122.4510717
MLS Listing,,Single Family Residential,151 B St,SOUTH SAN FRANCISCO,CA,94080,1450000,5,3.5,SOUTH SAN FRANCISCO,2529,5082,2017,67,573,,Active,,,http://www.redfin.com/CA/South-San-Francisco/151-B-St-94080/home/109293067,MLSListings,ML81642583,N,Y,37.6529271,-122.4301412
MLS Listing,,Condo/Co-op,631 Folsom St Unit 7D,San Francisco,CA,94107,1458000,2,2,Yerba Buena,1230,,2009,4,1185,827,Active,,,http://www.redfin.com/CA/San-Francisco/631-Folsom-St-94107/unit-7D/home/23424368,San Francisco MLS,458004,N,Y,37.7848176,-122.3969578
MLS Listing,,Single Family Residential,444 Kansas St,San Francisco,CA,94107,1459000,3,3,Potrero Hill,2131,2495,1926,10,685,,Active,,,http://www.redfin.com/CA/San-Francisco/444-Kansas-St-94107/home/729093,San Francisco MLS,457963,N,Y,37.7641993,-122.4037522
MLS Listing,,Condo/Co-op,200 Brannan St #207,San Francisco,CA,94107,1465000,2,2,South Beach,1525,,2004,47,961,718,Active,,,http://www.redfin.com/CA/San-Francisco/200-Brannan-St-94107/unit-207/home/879277,San Francisco MLS,456512,N,Y,37.7835714,-122.3907007
MLS Listing,,Condo/Co-op,425 1st St #906,San Francisco,CA,94105,1469000,2,2,South Beach,1238,,2008,17,1187,982,Active,,,http://www.redfin.com/CA/San-Francisco/425-1st-St-94105/unit-906/home/17304895,San Francisco MLS,457608,N,Y,37.7861411,-122.392459
MLS Listing,,Condo/Co-op,58 Danvers St,San Francisco,CA,94114,1475000,2,2,Eureka Valley/Dolore,1276,,1900,31,1156,,Active,,,http://www.redfin.com/CA/San-Francisco/58-Danvers-St-94114/home/1316231,San Francisco MLS,456923,N,Y,37.7606816,-122.4437853
MLS Listing,,Condo/Co-op,110 Channel St #106,San Francisco,CA,94158,1480000,2,2,Mission Bay,1196,,,10,1237,797,Active,,,http://www.redfin.com/CA/San-Francisco/110-Channel-St-94158/unit-106/home/113913223,San Francisco MLS,458086,N,Y,37.7733155,-122.3930001
New Construction Plan,,Condo/Co-op,R2-106,San Francisco,CA,94158,1480000,2,2,ONE Mission Bay,1196,,,,1237,,Active,,,http://www.redfin.com/CA/San-Francisco/ONE-Mission-Bay/R2-106/home/113969979,NewHomeFeed,Plan-360777,N,Y,37.775051,-122.390643
MLS Listing,,Condo/Co-op,2655 Bush St #408,San Francisco,CA,94115,1485000,2,2,Lower Pacific Height,1053,,2016,153,1410,815,Active,,,http://www.redfin.com/CA/San-Francisco/2655-Bush-St-94115/unit-408/home/103931913,San Francisco MLS,453183,N,Y,37.7858334,-122.4406677
